SalePrice,id
120129.31638285158,1461
153008.78540649835,1462
181999.667865918,1463
195952.2849978026,1464
197477.70321220323,1465
171222.79686163162,1466
178212.06857705885,1467
161123.56528457563,1468
193898.42412746852,1469
119925.53447730588,1470
189952.62379058255,1471
97385.8987783944,1472
96173.5460172517,1473
146413.76269308914,1474
113408.40023227438,1475
363559.0685025442,1476
250762.12819425573,1477
294599.0955914544,1478
299293.44565708213,1479
474977.7286612876,1480
325368.6991645464,1481
210850.50276419768,1482
177057.76758504263,1483
162710.84512153693,1484
191473.8163283082,1485
193107.8563087154,1486
339866.0295461023,1487
238341.4056329836,1488
193749.498830026,1489
231349.0034469985,1490
195043.9609091483,1491
92756.67611514144,1492
189749.58843921227,1493
299951.2933458911,1494
293285.5911212206,1495
235701.9623490435,1496
179388.2743013592,1497
167787.27829460733,1498
162374.42494970965,1499
152697.89604814636,1500
174507.6419940884,1501
145503.650621222,1502
290290.3870962347,1503
242518.9634867151,1504
225593.85017791664,1505
188193.22519878772,1506
245834.5514780434,1507
202873.81058026507,1508
163898.04699762998,1509
143480.43843618748,1510
148092.6730057099,1511
175334.261552345,1512
152363.39362498047,1513
155109.78084422945,1514
197374.46850365406,1515
157898.1108176084,1516
168347.74792537428,1517
132466.4968444315,1518
209170.3722104455,1519
127540.30850578826,1520
130083.43999928536,1521
178496.08899269527,1522
110130.4490913345,1523
125686.4821726375,1524
120266.16231472103,1525
113488.37444080852,1526
107566.08465710792,1527
137378.38934699429,1528
149722.52202127723,1529
184338.31192067437,1530
105988.75185360062,1531
98505.55209054303,1532
142816.3826774875,1533
127215.23655111785,1534
147673.86296000797,1535
106379.0570434406,1536
64977.60745299994,1537
147236.97205496192,1538
191933.6091563553,1539
94263.48389404129,1540
138707.10514196922,1541
139649.1678336231,1542
189700.66251999192,1543
85067.985043838,1544
115257.94054333305,1545
135137.9479792653,1546
127884.17061106018,1547
138708.27871356002,1548
119838.52411651268,1549
135618.02321826055,1550
108885.03106547246,1551
136390.89906477084,1552
148289.76477491978,1553
116891.78756485358,1554
160376.90131114086,1555
85485.21858199117,1556
105780.81191083333,1557
97580.45125685347,1558
63552.8031831733,1559
134335.23100407352,1560
129372.76495233306,1561
130057.27797173696,1562
117918.52381134802,1563
155071.55198099776,1564
150955.30173257185,1565
237772.53074719827,1566
76404.0554983284,1567
230818.44131562443,1568
127780.26853477236,1569
139167.47218511638,1570
123247.99628658082,1571
142090.06900251633,1572
236848.78703014058,1573
118411.16056848996,1574
228294.6708937121,1575
241692.7143770202,1576
182201.70496060676,1577
148720.25131924864,1578
144283.67460411982,1579
196843.86942393045,1580
153037.4353119455,1581
125687.56299674728,1582
295889.05088129645,1583
216154.08727435902,1584
136126.4854794615,1585
67143.71165501342,1586
104989.74609257642,1587
151179.1682974507,1588
96656.18719289287,1589
133891.40280903337,1590
92120.81171680172,1591
114189.85781279943,1592
127669.16813535136,1593
123646.9654616614,1594
107500.42835079675,1595
222575.50662365538,1596
193546.99434664875,1597
227982.70331666223,1598
172655.92105955433,1599
162810.2619109947,1600
68670.55669450256,1601
117135.34213046772,1602
71358.11761283704,1603
260213.84074000374,1604
243774.0913326851,1605
168701.8701135873,1606
173316.46469846845,1607
214613.92027023577,1608
185339.30648893543,1609
150446.78083309537,1610
138184.64668148351,1611
170111.54462348693,1612
161412.03068661503,1613
128011.18176654389,1614
93618.23075704841,1615
77864.51966472284,1616
95346.8478102668,1617
124769.01112066212,1618
140093.18890817027,1619
152267.55072114116,1620
138619.2757365332,1621
141655.74710064204,1622
261268.10001323366,1623
209360.69420740465,1624
120859.53691300016,1625
170452.54903500897,1626
190582.15424694953,1627
280021.09485138254,1628
184313.18863868673,1629
345037.3742923678,1630
230401.94780487716,1631
244459.26090129744,1632
174440.99603746374,1633
185156.26676201116,1634
176706.74839735383,1635
152578.34298140137,1636
199100.54587703577,1637
181426.71434846768,1638
190515.84547789712,1639
250882.9260563159,1640
183790.88245750172,1641
237825.68560509427,1642
216168.54511921617,1643
232651.556468358,1644
196243.38832732593,1645
158437.26408653485,1646
162485.07393802577,1647
130092.80997566262,1648
138945.2975846493,1649
114357.95753029782,1650
120810.78307246072,1651
97580.94236973498,1652
99581.89276235152,1653
145872.1130276923,1654
138767.47796651215,1655
140735.6985407333,1656
147519.4876432962,1657
142980.1717541621,1658
119989.07625446911,1659
155445.67532750237,1660
419298.62808866455,1661
409960.1644741657,1662
380156.9475941736,1663
405317.02672523586,1664
304524.5279406016,1665
332727.8003930027,1666
378054.47774956265,1667
345331.7998007408,1668
314023.81566501176,1669
355979.9717373743,1670
257720.43581986355,1671
422106.3356116998,1672
290130.4555888001,1673
241744.7427118794,1674
191549.8975196836,1675
190618.34535571196,1676
217118.77467511428,1677
438373.38171008026,1678
384877.25932877,1679
328430.5620694675,1680
251804.6261468511,1681
320551.69496732973,1682
180758.15710322687,1683
177031.5059229858,1684
175707.92349911114,1685
167858.36116335442,1686
174089.09740325197,1687
189156.09872274025,1688
196665.9324505539,1689
199987.5427021063,1690
186979.31120988543,1691
270939.6995971971,1692
170797.65391402604,1693
184650.31517458957,1694
169535.5477065146,1695
273139.3075700045,1696
174714.30275650596,1697
356328.7243360737,1698
310821.2442265928,1699
250690.6108084177,1700
275275.7655233679,1701
239339.26262258244,1702
242622.78779001447,1703
274618.46154286165,1704
240254.72589821593,1705
351918.580749193,1706
213223.89261894688,1707
200166.4862653449,1708
272020.55996584444,1709
217809.2443568384,1710
271321.5062671838,1711
257725.63940823922,1712
275776.6887206791,1713
221973.24773980887,1714
208302.04478899724,1715
184707.92577077198,1716
178302.8199177089,1717
136842.9262951145,1718
208628.2593853465,1719
245426.44968563554,1720
166354.44551248185,1721
127172.52926930512,1722
155390.51401892092,1723
204903.54440444306,1724
236352.28254240184,1725
184387.67089248297,1726
150056.63381202595,1727
177684.49382152304,1728
167523.19336402905,1729
159384.82491728652,1730
121720.3871774572,1731
125576.66575250411,1732
114362.07554234334,1733
120517.87605578013,1734
